datasets,doi,journal,search_term,title,url
dataset-622,10.1080/01916122.2017.1311958,"{'id': 'jour.1139538', 'title': 'Palynology'}",datums,"Terrestrial Palynostratigraphy of the Upper Cretaceous (Santonian) to Lowermost Paleocene of Southern Alberta, Canada",
dataset-622,10.1080/08120099.2018.1412353,Australian Journal of Earth Sciences,datums,Description and release of Australian gravity field model testing data,https://espace.curtin.edu.au/bitstream/20.500.11937/65505/2/263879.pdf
dataset-622,10.1080/01490419.2017.1380091,"{'id': 'jour.1138511', 'title': 'Marine Geodesy'}",datums,Local Oceanic Vertical Deflection Determination with Gravity Data Along a Profile,
dataset-622,10.1080/01490419.2017.1391900,Marine Geodesy,datums,A Kalman Filter Approach to Realize the Lowest Astronomical Tide Surface,https://www.tandfonline.com/doi/pdf/10.1080/01490419.2017.1391900?needAccess=true
dataset-622,10.2175/193864718824941186,"{'id': 'jour.1170511', 'title': 'Proceedings of the Water Environment Federation'}",datums,"Taming the Multi-Stakeholder Hydra: A case study in planning, permitting, design and construction of a gravity sewer meeting Federal, State, and Private Stakeholder constraints.",
dataset-622,10.1515/jogs-2018-0001,Journal of Geodetic Science,datums,Modeling the North American vertical datum of 1988 errors in the conterminous United States,http://www.degruyter.com/downloadpdf/j/jogs.2018.8.issue-1/jogs-2018-0001/jogs-2018-0001.xml
dataset-622,10.3368/aa.55.1.48,"{'id': 'jour.1007850', 'title': 'Arctic Anthropology'}",datums,"Topographic Analysis of the Dorset Occupation at Phillip’s Garden, Northwestern Newfoundland: Implications for Dwelling Numbers, Forms, and Site Settlement",
dataset-622,10.1017/s0373463317000595,"{'id': 'jour.1137120', 'title': 'Journal of Navigation'}",datums,Long-Term GNSS Analysis for Local Geodetic Datum After 2011 Tohoku Earthquake,
dataset-622,10.1007/s00190-017-1041-y,Journal of Geodesy,datums,InSAR datum connection using GNSS-augmented radar transponders,https://repository.tudelft.nl/islandora/object/uuid%3A158f5354-c504-40d1-9b07-7aaa540c9fd8/datastream/OBJ/download
dataset-622,10.4995/thesis/10251/94627,,datums,A Contribution to Conveying Quality Criteria in Mechanical CAD Models and Assemblies through Rubrics and Comprehensive Design Intent Quantification,https://riunet.upv.es/bitstream/10251/94627/1/OTEY%20-%20A%20Contribution%20to%20Conveying%20Quality%20Criteria%20in%20Mechanical%20CAD%20Models%20and%20Assemblies%20throu....pdf
dataset-622,10.1088/1757-899x/292/1/012016,IOP Conference Series Materials Science and Engineering,datums,Preparation and electrochemical properties of perovskite CexLi0.5-xCa0.5TiO3 composites,https://iopscience.iop.org/article/10.1088/1757-899X/292/1/012016/pdf
dataset-622,10.1016/j.jmsy.2017.11.003,"{'id': 'jour.1294785', 'title': 'Journal of Manufacturing Systems'}",datums,Point-based solution using Jacobian-Torsor theory into partial parallel chains for revolving components assembly,
dataset-622,10.1002/2017gc007100,Geochemistry Geophysics Geosystems,datums,"Tephrostratigraphy and Provenance From IODP Expedition 352, Izu‐Bonin Arc: Tracing Tephra Sources and Volumes From the Oligocene to Recent",https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2017GC007100
dataset-622,10.1002/2017gc007240,Geochemistry Geophysics Geosystems,datums,Late Lutetian Thermal Maximum—Crossing a Thermal Threshold in Earth's Climate System?,https://eprints.soton.ac.uk/419070/2/Westerhold_et_al_2018_Geochemistry_Geophysics_Geosystems.pdf
dataset-622,10.1016/j.palaeo.2017.08.026,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,"A new high-resolution carbon-isotope stratigraphy for the Campanian (Bottaccione section): Its implications for global correlation, ocean circulation, and astrochronology",
dataset-622,10.1017/s0017089517000295,Glasgow Mathematical Journal,datums,GMJ volume 60 issue 1 Cover and Front matter,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6CD54F4518EFCDD32D738238A3BD70B6/S0017089517000295a.pdf/div-class-title-gmj-volume-60-issue-1-cover-and-front-matter-div.pdf
dataset-622,10.1016/j.jclepro.2017.09.179,"{'id': 'jour.1044002', 'title': 'Journal of Cleaner Production'}",datums,The identification of incorrectly determined new points in established 2D Local Geodetic Network during deformation monitoring for environmental protection,
dataset-622,10.1017/s0017089517000301,Glasgow Mathematical Journal,datums,GMJ volume 60 issue 1 Cover and Back matter,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6E8D06EF6E28FAB2D84322A55018691B/S0017089517000301a.pdf/div-class-title-gmj-volume-60-issue-1-cover-and-back-matter-div.pdf
dataset-622,10.1002/2017pa003219,Paleoceanography and Paleoclimatology,datums,"Vital Effects and Ecologic Adaptation of Photosymbiont‐Bearing Planktonic Foraminifera During the Paleocene‐Eocene Thermal Maximum, Implications for Paleoclimate",https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2017PA003219
dataset-622,10.1080/09853111.2017.1408263,Geodinamica Acta,datums,"Paleogene stratigraphy of Kutch, India: an update about progress in foraminiferal biostratigraphy",https://www.tandfonline.com/doi/pdf/10.1080/09853111.2017.1408263?needAccess=true
dataset-622,10.11606/t.18.2018.tde-19062018-094526,,datums,"Proposta de procedimentos para a estimativa da infiltração potencial e do escoamento superficial Hortoniano potencial baseada em dados geológicos, geotécnicos, de uso e ocupação e eventos de chuva",http://www.teses.usp.br/teses/disponiveis/18/18132/tde-19062018-094526/publico/TeseFailacheMoisesF_Vol1_Corrig.pdf
dataset-622,10.1016/j.rsase.2018.01.001,"{'id': 'jour.1153423', 'title': 'Remote Sensing Applications Society and Environment'}",datums,Inferring elevation variation of lakes and reservoirs from areal extents: Calibrating with altimeter and in situ data,
dataset-622,10.1007/s12237-017-0342-y,Chesapeake Science,datums,"Understanding the Impacts of Climate Change: an Analysis of Inundation, Marsh Elevation, and Plant Communities in a Tidal Freshwater Marsh",https://link.springer.com/content/pdf/10.1007%2Fs12237-017-0342-y.pdf
dataset-622,10.1002/2017pa003225,Paleoceanography and Paleoclimatology,datums,"Polar Frontal Migration in the Warm Late Pliocene: Diatom Evidence From the Wilkes Land Margin, East Antarctica",https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2017PA003225
dataset-622,10.1111/jpg.12692,Journal of Petroleum Geology,datums,"A STRATIGRAPHIC REVIEW OF THE LATE CALLOVIAN TO OXFORDIAN INTERVAL, FISHER BANK BASIN AREA (UK SECTOR, CENTRAL NORTH SEA)",https://onlinelibrary.wiley.com/doi/pdf/10.1111/jpg.12692
dataset-622,10.1680/cmsb.63174.0675,,datums,An Approach to Evaluating Coastal Total Water Levels over Varied Temporal and Spatial Scales for Future Design and Vulnerability Assessment,
dataset-622,10.1007/978-3-319-75178-8_27,,datums,An Architecture for Programming Distributed Applications on Fog to Cloud Systems,https://upcommons.upc.edu/bitstream/2117/114378/1/An%20architecture%20for%20programming%20distributed.pdf
dataset-622,10.1007/978-3-319-48657-4_149-2,,datums,Geographic Information Systems (GIS),https://link.springer.com/content/pdf/10.1007%2F978-3-319-48657-4_149-2.pdf
dataset-622,10.1007/978-3-319-48657-4_219-2,,datums,Monitoring Coastal Geomorphology,
dataset-622,10.1016/b978-0-12-809597-3.00517-4,,datums,5.5 Exergy Management,
dataset-622,10.17159/2224-7912/2018/v58n4-1a10,Tydskrif vir Geesteswetenskappe,datums,Huisgenoot's changing agenda and the use of crime as a form of entertainment,http://www.scielo.org.za/pdf/tvg/v58n4-1/10.pdf
dataset-622,10.1007/978-3-030-02284-6_3,,datums,A System for Automatic Elevation Datum Detection and Hyperlinking of AEC Drawing Documents,
dataset-622,10.1007/978-3-319-93145-6,,datums,"Phylogenetic Diversity, Applications and Challenges in Biodiversity Science",
dataset-622,10.1007/978-3-319-68009-5,,datums,"The Late Triassic World, Earth in a Time of Transition",
dataset-622,10.1007/978-3-319-48657-4_138-2,,datums,Erosion: Historical Analysis and Forecasting,https://link.springer.com/content/pdf/10.1007%2F978-3-319-48657-4_138-2.pdf
dataset-622,10.1007/978-3-319-72953-4,,datums,"Data Science for Transport, A Self-Study Guide with Computer Exercises",
dataset-622,10.1016/j.procir.2017.12.249,Procedia CIRP,datums,Limitations in Primary Datum Plane Establishment Imposed by ISO Standard and a Proposal for an Improved Methodology,https://doi.org/10.1016/j.procir.2017.12.249
dataset-622,10.1007/978-3-319-77443-5_1,,datums,Paleogene Stratigraphy of India: An Overview,
dataset-622,10.1016/j.cirp.2018.05.009,CIRP Annals,datums,Tolerancing: Managing uncertainty from conceptual design to final product,https://hal.archives-ouvertes.fr/hal-01940533/file/LCFC_CIRPANNALS_2018_DANTAN..pdf
dataset-622,10.1007/978-3-319-78425-0_5,,datums,Arctic Environment Preservation Through Grounding Avoidance,https://commons.wmu.se/cgi/viewcontent.cgi?article=1059&context=shiparc
dataset-622,10.1144/sp450.3,"{'id': 'jour.1040973', 'title': 'Geological Society London Special Publications'}",datums,"The Permian chronostratigraphic scale: history, status and prospectus",
dataset-622,10.1007/978-1-4614-8265-9_174,,datums,Gazetteers,
dataset-622,10.1215/9780822371823-005,,datums,Materializing Clean Data in the Field,
dataset-622,10.1007/978-3-319-69170-1,,datums,"International Symposium on Earth and Environmental Sciences for Future Generations, Proceedings of the IAG General Assembly, Prague, Czech Republic, June 22-July 2, 2015",
dataset-622,10.1007/978-3-319-68009-5_7,,datums,"Late Triassic Ammonoids: Distribution, Biostratigraphy and Biotic Events",
dataset-622,10.1016/j.promfg.2018.07.103,Procedia Manufacturing,datums,Mechanical Properties of Reused Nylon Feedstock for Powder-bed Additive Manufacturing in Orthopedics,https://doi.org/10.1016/j.promfg.2018.07.103
dataset-622,10.1007/978-3-319-75307-2_13,,datums,Stopping Injection Attacks with Code and Structured Data,
dataset-622,10.1016/j.procir.2018.04.080,Procedia CIRP,datums,A Brief Analysis of Recent ISO Tolerancing Standards and Their Potential Impact on Digitization of Manufacturing,https://doi.org/10.1016/j.procir.2018.04.080
dataset-622,10.1007/978-3-319-58418-8,,datums,"GNSS Environmental Sensing, Revolutionizing Environmental Monitoring",
dataset-622,10.1051/matecconf/201823300008,MATEC Web of Conferences,datums,Trade-off study of a variation aware determinate wing assembly against a traditional assembly strategy,https://doi.org/10.1051/matecconf/201823300008
dataset-622,10.1016/b978-0-08-100524-8.00030-0,,datums,Chapter 7 Modern Glaciomarine Environments and Sediments An Antarctic Perspective,
dataset-622,10.1007/978-3-319-02330-4_144-1,,datums,Microfossils: Foraminifera,
dataset-622,10.1007/978-3-319-74896-2_5,,datums,Enabling GPU Support for the COMPSs-Mobile Framework,https://upcommons.upc.edu/bitstream/2117/116222/1/Enabling%20GPU%20support%20for%20the%20COMPSs-Mobile.pdf
dataset-622,10.1007/978-94-007-4001-3,,datums,"The Wetland Book, II: Distribution, Description, and Conservation",https://link.springer.com/content/pdf/bfm%3A978-94-007-4001-3%2F1.pdf
dataset-622,10.1007/978-3-319-89342-6,,datums,"Quaternary History of the Coorong Coastal Plain, Southern Australia, An Archive of Environmental and Global Sea-Level Changes",https://link.springer.com/content/pdf/bfm%3A978-3-319-89342-6%2F1.pdf
dataset-622,10.1007/978-3-319-48657-4_148-2,,datums,Geodesy,
dataset-622,10.1007/978-3-319-74896-2,,datums,"Accelerator Programming Using Directives, 4th International Workshop, WACCPD 2017, Held in Conjunction with the International Conference for High Performance Computing, Networking, Storage and Analysis, SC 2017, Denver, CO, USA, November 13, 2017, Proceedings",
dataset-622,10.1007/978-3-319-78425-0,,datums,Sustainable Shipping in a Changing Arctic,https://link.springer.com/content/pdf/bfm%3A978-3-319-78425-0%2F1.pdf
dataset-622,10.1016/j.procir.2018.04.063,Procedia CIRP,datums,New development and distribution concepts for Education in Coordinate Metrology,https://doi.org/10.1016/j.procir.2018.04.063
dataset-622,10.1016/j.procir.2018.04.073,Procedia CIRP,datums,Comparative Study of Tolerance Analysis Methods Applied to a Complex Assembly,https://doi.org/10.1016/j.procir.2018.04.073
dataset-622,10.1144/sp450.12,"{'id': 'jour.1040973', 'title': 'Geological Society London Special Publications'}",datums,"Permian tetrapod biochronology, correlation and evolutionary events",
dataset-622,10.1007/978-3-662-54188-3,,datums,Turbine Blade Investment Casting Die Technology,
dataset-622,10.1016/j.procir.2018.02.012,Procedia CIRP,datums,Feature-Based Methodology for Design of Geometric Benchmark Test Artifacts for Additive Manufacturing Processes,https://doi.org/10.1016/j.procir.2018.02.012
dataset-622,10.1007/978-1-4614-8265-9,,datums,Encyclopedia of Database Systems,
dataset-622,10.17159/2224-7912/2018/v58n4-2a5,Tydskrif vir Geesteswetenskappe,datums,Church and state in two reformed church orders: An analysis of the orders of the Reformed Churches in South Africa and the Dutch Reformed Church post-1962,http://www.scielo.org.za/pdf/tvg/v58n4-2/05.pdf
dataset-622,10.1007/978-3-319-73287-9,,datums,Tsunami Propagation in Tidal Rivers,https://link.springer.com/content/pdf/bfm%3A978-3-319-73287-9%2F1.pdf
dataset-622,10.1007/978-3-319-93145-6_6,,datums,Phylogeny-Based Measurements at Global and Regional Scales,
dataset-622,10.12716/1001.12.03.05,TransNav the International Journal on Marine Navigation and Safety of Sea Transportation,datums,"Clarification, Systematization and General Classification of Electronic Chart Systems and Electronic Navigational Charts Used in Marine Navigation. Part 1 - Electronic Chart Systems",http://www.transnav.eu/pdf/0830.pdf
dataset-622,10.1145/3278721.3278742,,datums,Fair Forests: Regularized Tree Induction to Minimize Model Bias,
dataset-622,10.1007/978-3-319-75178-8,,datums,"Euro-Par 2017: Parallel Processing Workshops, Euro-Par 2017 International Workshops, Santiago de Compostela, Spain, August 28-29, 2017, Revised Selected Papers",https://link.springer.com/content/pdf/bfm%3A978-3-319-75178-8%2F1.pdf
dataset-622,10.1007/978-3-662-54188-3_6,,datums,The Manufacturing and Finalization of the Turbine Blade Investment Casting Die,
dataset-622,10.1007/978-94-007-4001-3_34,,datums,"Poyang Lake, Yangtze River Basin, China",
