rank,publication_id,doi,pmid,pmcid,title,source_title,anthology_title,publisher,mesh_terms,pubyear,volume,issue,pagination,open_access,publication_type,authors,authors_affiliations,research_organizations_-_standardized,grid_ids,city_of_research_organization,state_of_research_organization,country_of_research_organization,funder,funder_group,funder_country,uids_of_supporting_grants,supporting_grants,times_cited,recent_citations,rcr,fcr,source_linkout,dimensions_url,for_(anzsrc)_categories,for_1,for_2,for_3,for_4,for_5,rcdc_categories,rcdc_1,rcdc_2,rcdc_3,rcdc_4,rcdc_5,hrcs_hc_categories,hrcs_hc_1,hrcs_hc_2,hrcs_hc_3,hrcs_hc_4,hrcs_hc_5,hrcs_rac_categories,hrcs_rac_1,hrcs_rac_2,hrcs_rac_3,hrcs_rac_4,hrcs_rac_5,health_research_areas,broad_research_areas,icrp_cancer_types,icrp_cancer_types_1,icrp_cancer_types_2,icrp_cancer_types_3,icrp_cancer_types_4,icrp_cancer_types_5,icrp_cso_categories,icrp_cso_1,icrp_cso_2,icrp_cso_3,icrp_cso_4,icrp_cso_5,domain,search_note,norm_rank
68,pub.1013747186,10.1007/s10754-014-9142-0,24652416,,The US healthcare workforce and the labor market effect on healthcare spending and health outcomes,International Journal of Health Economics and Management,,Springer Nature,Adolescent; Adult; Cause of Death; Economic Recession; Female; Health Expenditures; Health Manpower; Health Status Disparities; Humans; Male; Medicaid; Medicare; Middle Aged; Outcome Assessment (Health Care); Regression Analysis; Risk Factors; Unemployment; United States; Young Adult,2014,14,2,127-141,Closed,article,"Pellegrini, Lawrence C.; Rodriguez-Monguio, Rosa; Qian, Jing","Pellegrini, Lawrence C. (University of Massachusetts Amherst); Rodriguez-Monguio, Rosa (University of Massachusetts Amherst); Qian, Jing (University of Massachusetts Amherst)",University of Massachusetts Amherst,grid.266683.f,Amherst Center,Massachusetts,United States,,,,,,7,5,0.23,1.87,,https://app.dimensions.ai/details/publication/pub.1013747186,1117 Public Health and Health Services; 1402 Applied Economics,1117 Public Health and Health Services,1402 Applied Economics,,,,Clinical Research; Health Services; Prevention; Basic Behavioral and Social Science; Behavioral and Social Science; Digestive Diseases; Aging,Clinical Research,Health Services,Prevention,Basic Behavioral and Social Science,Behavioral and Social Science,Generic Health Relevance,Generic Health Relevance,,,,,7.1 Individual care needs,7.1 Individual care needs,,,,,Health services & systems,Public Health,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.119929453
68,pub.1021972928,10.1056/nejmp1603516,27276559,,Saving Tiny Tim — Pediatrics and Childhood Poverty in the United States,New England Journal of Medicine,,New England Journal of Medicine (NEJM/MMS),"Child; Child, Preschool; Health Status Disparities; Humans; Organizational Policy; Pediatrics; Poverty; Public Assistance; Societies, Medical; United States",2016,374,23,2201-2205,Closed,article,"Klass, Perri","Klass, Perri (New York University)",New York University,grid.137628.9,New York,New York,United States,,,,,,5,4,1.06,0,,https://app.dimensions.ai/details/publication/pub.1021972928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.119929453
68,pub.1046707836,10.1017/s1368980014000433,24713083,PMC4860821,Factors associated with alcohol consumption patterns in a Puerto Rican urban cohort,Public Health Nutrition,,Cambridge University Press (CUP),Acculturation; Aged; Aging; Alcohol Drinking; Alcoholic Beverages; Alcoholism; Boston; Cohort Studies; Contraindications; Cross-Sectional Studies; Ethanol; Female; Food-Drug Interactions; Health Surveys; Hispanic Americans; Humans; Longitudinal Studies; Male; Middle Aged; Patient Compliance; Prevalence; Puerto Rico; Risk; Sex Factors; Urban Health,2015,18,3,464-473,All OA; Bronze,article,"Andrews-Chavez, Johanna Y; Lee, Christina S; Houser, Robert F; Falcon, Luis M; Tucker, Katherine L","Andrews-Chavez, Johanna Y (Tufts University); Lee, Christina S (); Houser, Robert F (Tufts University); Falcon, Luis M (University of Massachusetts Lowell); Tucker, Katherine L (University of Massachusetts Lowell)",Tufts University; University of Massachusetts Lowell,grid.429997.8; grid.225262.3,Medford; Lowell,Massachusetts; Massachusetts,United States; United States,National Heart Lung and Blood Institute; National Institute on Aging,NIH,United States; United States,grant.2434772; grant.2440825,P01AG023394; P50HL105185,3,1,0.3,0.71,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/51AA96AE1102767487D64EB75854D682/S1368980014000433a.pdf/div-class-title-factors-associated-with-alcohol-consumption-patterns-in-a-puerto-rican-urban-cohort-div.pdf,https://app.dimensions.ai/details/publication/pub.1046707836,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,"Alcoholism, Alcohol Use and Health; Clinical Research; Substance Abuse; Aging; Behavioral and Social Science","Alcoholism, Alcohol Use and Health",Clinical Research,Substance Abuse,Aging,Behavioral and Social Science,Cancer; Oral and Gastrointestinal; Cardiovascular; Stroke,Cancer,Oral and Gastrointestinal,Cardiovascular,Stroke,,"2.3 Psychological, social and economic factors; 3.1 Primary prevention interventions to modify behaviours or promote well-being","2.3 Psychological, social and economic factors",3.1 Primary prevention interventions to modify behaviours or promote well-being,,,,Population & Society,Public Health,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.119929453
68,pub.1067171623,10.1377/hlthaff.2015.0814,27140980,,"Variation In Health Outcomes: The Role Of Spending On Social Services, Public Health, And Health Care, 2000–09",Health Affairs,,Health Affairs,Chronic Disease; Delivery of Health Care; Health Expenditures; Humans; Longitudinal Studies; Medicaid; Medicare; Outcome Assessment (Health Care); Public Health; Retrospective Studies; Social Work; United States,2016,35,5,760-768,Closed,article,"Bradley, Elizabeth H; Canavan, Maureen; Rogan, Erika; Talbert-Slagle, Kristina; Ndumele, Chima; Taylor, Lauren; Curry, Leslie A","Bradley, Elizabeth H (); Canavan, Maureen (); Rogan, Erika (); Talbert-Slagle, Kristina (); Ndumele, Chima (); Taylor, Lauren (Boston University); Curry, Leslie A ()",Boston University,grid.189504.1,Boston,Massachusetts,United States,Agency for Healthcare Research and Quality,,United States,grant.2685067,T32HS017589,68,63,6.77,29.14,,https://app.dimensions.ai/details/publication/pub.1067171623,1117 Public Health and Health Services; 1402 Applied Economics,1117 Public Health and Health Services,1402 Applied Economics,,,,Clinical Research; Behavioral and Social Science; Health Services; Lung,Clinical Research,Behavioral and Social Science,Health Services,Lung,,Metabolic and Endocrine,Metabolic and Endocrine,,,,,,,,,,,Population & Society,Health Services Research,Lung Cancer,Lung Cancer,,,,,6.4 Cost Analyses and Health Care Delivery,6.4 Cost Analyses and Health Care Delivery,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.119929453
67,pub.1026917834,10.1007/s11113-013-9310-9,,,The Great Recession and the Changing Geography of Food Stamp Receipt,Population Research and Policy Review,,Springer Nature,,2014,33,1,63-79,Closed,article,"Slack, Tim; Myers, Candice A.","Slack, Tim (Louisiana State University); Myers, Candice A. (Pennington Biomedical Research Center)",Louisiana State University; Pennington Biomedical Research Center,grid.64337.35; grid.250514.7,Baton Rouge; Baton Rouge,Louisiana; Louisiana,United States; United States,United States Department of Agriculture,USDA,United States,,,8,3,0,3.12,,https://app.dimensions.ai/details/publication/pub.1026917834,1402 Applied Economics,1402 Applied Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
67,pub.1085919709,10.1186/s12889-017-4363-z,28592269,PMC5463460,The health and healthcare impact of providing insurance coverage to uninsured children: A prospective observational study,BMC Public Health,,Springer Nature,"Adolescent; Child; Child, Preschool; Female; Health Expenditures; Health Services Accessibility; Humans; Infant; Infant, Newborn; Insurance Coverage; Insurance, Health; Male; Medicaid; Medically Uninsured; Prospective Studies; United States",2017,17,1,553,All OA; Pure Gold,article,"Flores, Glenn; Lin, Hua; Walker, Candice; Lee, Michael; Currie, Janet M.; Allgeyer, Rick; Portillo, Alberto; Henry, Monica; Fierro, Marco; Massey, Kenneth","Flores, Glenn (Medica (United States); University of Minnesota; Mayo Clinic); Lin, Hua (The University of Texas Southwestern Medical Center); Walker, Candice (Texas Scottish Rite Hospital for Children); Lee, Michael (The University of Texas Southwestern Medical Center); Currie, Janet M. (Princeton University); Allgeyer, Rick (Texas Health and Human Services Commission); Portillo, Alberto (The University of Texas Southwestern Medical Center); Henry, Monica (The University of Texas Southwestern Medical Center); Fierro, Marco (The University of Texas Southwestern Medical Center); Massey, Kenneth (The University of Texas Southwestern Medical Center)",Medica (United States); Princeton University; The University of Texas Southwestern Medical Center; Texas Scottish Rite Hospital for Children; Mayo Clinic; University of Minnesota; Texas Health and Human Services Commission,grid.493551.f; grid.16750.35; grid.267313.2; grid.416991.2; grid.66875.3a; grid.17635.36; grid.430419.b,Minnetonka; Princeton; Dallas; Dallas; Rochester; Minneapolis; Austin,Minnesota; New Jersey; Texas; Texas; Minnesota; Minnesota; Texas,United States; United States; United States; United States; United States; United States; United States,National Institute of Child Health and Human Development,NIH,United States,grant.2528262; grant.3805592,P2CHD047879; R01HD066219,2,2,0.41,1.17,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-017-4363-z,https://app.dimensions.ai/details/publication/pub.1085919709,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Prevention; Pediatric; Basic Behavioral and Social Science; Health Services; Clinical Research; Behavioral and Social Science,Prevention,Pediatric,Basic Behavioral and Social Science,Health Services,Clinical Research,,,,,,,,,,,,,Health services & systems,Public Health,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
67,pub.1101179292,10.1016/j.foodpol.2018.01.010,,,In-kind benefits and household behavior: The impact of SNAP on food-away-from-home consumption,Food Policy,,Elsevier,,2018,75,J. Polit. Econ. 112 3 2004,134-146,Closed,article,"Burney, Shaheer","Burney, Shaheer (University of Connecticut)",University of Connecticut,grid.63054.34,Storrs,Connecticut,United States,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1101179292,1402 Applied Economics,1402 Applied Economics,,,,,Nutrition,Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
67,pub.1017559877,10.1080/10502556.2012.725354,,,Economic Costs and Policy Implications Associated With Divorce: Texas as a Case Study,Journal of Divorce & Remarriage,,Taylor & Francis,,2013,54,1,24-Jan,Closed,article,"Schramm, David G.; Harris, Steven M.; Whiting, Jason B.; Hawkins, Alan J.; Brown, Matt; Porter, Rob","Schramm, David G. (); Harris, Steven M. (); Whiting, Jason B. (); Hawkins, Alan J. (); Brown, Matt (); Porter, Rob ()",,,,,,,,,,,5,3,0,1.16,,https://app.dimensions.ai/details/publication/pub.1017559877,1605 Policy and Administration; 1117 Public Health and Health Services,1605 Policy and Administration,1117 Public Health and Health Services,,,,Behavioral and Social Science,Behavioral and Social Science,,,,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
67,pub.1049673280,10.1016/j.pcl.2015.08.006,26613692,,"Caring for Children in Immigrant Families Vulnerabilities, Resilience, and Opportunities",Pediatric Clinics of North America,,Elsevier,Child; Child Health; Emigrants and Immigrants; Global Health; Humans; Pediatrics; Physician's Role; United States,2016,63,1,115-130,Closed,article,"Linton, Julie M.; Choi, Ricky; Mendoza, Fernando","Linton, Julie M. (); Choi, Ricky (); Mendoza, Fernando (Stanford University)",Stanford University,grid.168010.e,Stanford,California,United States,,,,,,9,7,1.68,3.03,,https://app.dimensions.ai/details/publication/pub.1049673280,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Mental Health; Prevention; Pediatric; Clinical Research; Health Services; Behavioral and Social Science; Basic Behavioral and Social Science,Mental Health,Prevention,Pediatric,Clinical Research,Health Services,Generic Health Relevance,Generic Health Relevance,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
67,pub.1022340649,10.1016/j.erss.2015.04.010,27054092,PMC4819256,Benefit or burden? Perceptions of energy efficiency efforts among low-income housing residents in New York City,Energy Research & Social Science,,Elsevier,,2015,8,,52-59,"All OA; Green, Accepted",article,"Hernández, Diana; Phillips, Douglas","Hernández, Diana (Columbia University); Phillips, Douglas (Columbia University)",Columbia University,grid.21729.3f,New York,New York,United States,National Institute of Environmental Health Sciences; National Institute of Child Health and Human Development,NIH,United States; United States,grant.2439104; grant.3804280,P2CHD058486; P30ES009089,10,8,0.17,2.32,http://europepmc.org/articles/pmc4819256?pdf=render,https://app.dimensions.ai/details/publication/pub.1022340649,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Clinical Research; Behavioral and Social Science,Clinical Research,Behavioral and Social Science,,,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
67,pub.1104097208,10.1542/peds.2017-3608,29776980,,Free Tax Services in Pediatric Clinics,Pediatrics,,American Academy of Pediatrics (AAP),Adult; Ambulatory Care Facilities; Boston; Consumer Advocacy; Consumer Behavior; Female; Humans; Income Tax; Male; Pediatrics; Poverty; Primary Health Care; Sampling Studies,2018,141,6,e20173608,Closed,article,"Marcil, Lucy E.; Hole, Michael K.; Wenren, Larissa M.; Schuler, Megan S.; Zuckerman, Barry S.; Vinci, Robert J.","Marcil, Lucy E. (Boston Medical Center; Boston University); Hole, Michael K. (The University of Texas at Austin); Wenren, Larissa M. (Boston University); Schuler, Megan S. (RAND Corporation); Zuckerman, Barry S. (Boston Medical Center; Boston University); Vinci, Robert J. (Boston Medical Center; Boston University)",RAND Corporation; Boston Medical Center; The University of Texas at Austin; Boston University,grid.34474.30; grid.239424.a; grid.89336.37; grid.189504.1,Santa Monica; Boston; Austin; Boston,California; Massachusetts; Texas; Massachusetts,United States; United States; United States; United States,,,,,,1,1,0,0,,https://app.dimensions.ai/details/publication/pub.1104097208,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Clinical Research; Behavioral and Social Science,Clinical Research,Behavioral and Social Science,,,,,,,,,,,,,,,,Health services & systems,Public Health,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
67,pub.1063924456,10.1177/1044207312474308,,,Participation in Safety-Net Programs and the Utilization of Employment Services Among Working-Age Persons With Disabilities,Journal of Disability Policy Studies,,SAGE Publications,,2014,25,2,91-105,Closed,article,"Houtenville, Andrew J.; Brucker, Debra L.","Houtenville, Andrew J. (University of New Hampshire); Brucker, Debra L. (University of New Hampshire)",University of New Hampshire,grid.167436.1,Durham,New Hampshire,United States,,,,,,12,5,0,3.19,,https://app.dimensions.ai/details/publication/pub.1063924456,1117 Public Health and Health Services; 1605 Policy and Administration,1117 Public Health and Health Services,1605 Policy and Administration,,,,Behavioral and Social Science; Basic Behavioral and Social Science; Clinical Research,Behavioral and Social Science,Basic Behavioral and Social Science,Clinical Research,,,,,,,,,,,,,,,Population & Society,,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
67,pub.1000519532,10.1002/pop4.164,,,"How Successful Has TANF Been? Taking Seriously a Thoughtful Analysis From the Right, With a Tip of the Hat to Peter the Citizen",Poverty & Public Policy,,Wiley,,2016,8,4,438-458,Closed,article,"Skidmore, Max J.","Skidmore, Max J. ()",,,,,,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1000519532,1605 Policy and Administration,1605 Policy and Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welfare,"'(""Temporary Assistance for Needy Families"" OR TANF) AND (((""Supplemental Nutrition Assistance Program"" OR SNAP) AND data)~3)'",0.118165785
